geneSymbol	diseaseName
TMEM37	Anaplastic carcinoma
TMEM37	Carcinoma, Spindle-Cell
TMEM37	Undifferentiated carcinoma
TMEM37	Carcinomatosis
TMEM37	Mammary Carcinoma, Animal
NRSN1	Malignant neoplasm of urinary bladder
NRSN1	Bladder Neoplasm
TRPM6	Renal tubular acidosis
TRPM6	Adenocarcinoma of lung (disorder)
TRPM6	Large cell carcinoma of lung
TRPM6	Epileptic encephalopathy
TRPM6	Hypomagnesmic tetany
TRPM6	Hypomagnesemia 1, Intestinal
SIRPA	Precancerous Conditions
SIRPA	Condition, Preneoplastic
PABPC5	Intellectual Disability
R3HDML	Schizophrenia
R3HDML	Depressive Symptoms
SPG19	Spastic Paraplegia, Hereditary
SPG19	SPASTIC PARAPLEGIA 19, AUTOSOMAL DOMINANT (disorder)
DCANP1	Depressive disorder
DCANP1	Unipolar Depression
DCANP1	Major Depressive Disorder
MIB2	Left ventricular noncompaction
SLC34A3	Osteogenesis Imperfecta
SLC34A3	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY
ASB15	Renal Cell Carcinoma
ASB15	Conventional (Clear Cell) Renal Cell Carcinoma
ASB15	Chromophobe Renal Cell Carcinoma
ASB15	Sarcomatoid Renal Cell Carcinoma
ASB15	Collecting Duct Carcinoma of the Kidney
ASB15	Papillary Renal Cell Carcinoma
ASB12	Intellectual Disability
MPP7	Drug abuse
MPP7	Drug habituation
MPP7	Drug Use Disorders
MPP7	Organic Mental Disorders, Substance-Induced
MPP7	Substance Dependence
MPP7	Substance Use Disorders
MPP7	Substance-Related Disorders
MPP7	Substance abuse problem
MPP7	Drug Dependence
MPP7	Prescription Drug Abuse
FRMPD2	Colorectal Cancer
VTI1A	Adenocarcinoma
VTI1A	Colorectal Carcinoma
VTI1A	Colorectal Neoplasms
VTI1A	Adenocarcinoma, Basal Cell
VTI1A	Adenocarcinoma, Oxyphilic
VTI1A	Carcinoma, Cribriform
VTI1A	Carcinoma, Granular Cell
VTI1A	Adenocarcinoma, Tubular
VTI1A	Colorectal Cancer
C10orf82	Drug abuse
C10orf82	Drug habituation
C10orf82	Drug Use Disorders
C10orf82	Organic Mental Disorders, Substance-Induced
C10orf82	Substance Dependence
C10orf82	Substance Use Disorders
C10orf82	Substance-Related Disorders
C10orf82	Substance abuse problem
C10orf82	Drug Dependence
C10orf82	Prescription Drug Abuse
CACUL1	Colorectal Carcinoma
CACUL1	Colorectal Neoplasms
CACUL1	Colorectal Cancer
SYT9	Colorectal Cancer
LDLRAD3	Drug abuse
LDLRAD3	Drug habituation
LDLRAD3	Drug Use Disorders
LDLRAD3	Organic Mental Disorders, Substance-Induced
LDLRAD3	Substance Dependence
LDLRAD3	Substance Use Disorders
LDLRAD3	Substance-Related Disorders
LDLRAD3	Substance abuse problem
LDLRAD3	Drug Dependence
LDLRAD3	Prescription Drug Abuse
OR51E1	Drug abuse
OR51E1	Drug habituation
OR51E1	Drug Use Disorders
OR51E1	Organic Mental Disorders, Substance-Induced
OR51E1	Substance Dependence
OR51E1	Substance Use Disorders
OR51E1	Substance-Related Disorders
OR51E1	Substance abuse problem
OR51E1	Drug Dependence
OR51E1	Prescription Drug Abuse
SESN3	Prostatic Neoplasms
SESN3	Malignant neoplasm of prostate
PIWIL4	Oligospermia
TTC36	Liver Cirrhosis, Experimental
PLEKHA7	Angle Closure Glaucoma
DNHD1	Renal Cell Carcinoma
DNHD1	Conventional (Clear Cell) Renal Cell Carcinoma
DNHD1	Chromophobe Renal Cell Carcinoma
DNHD1	Sarcomatoid Renal Cell Carcinoma
DNHD1	Collecting Duct Carcinoma of the Kidney
DNHD1	Papillary Renal Cell Carcinoma
PRICKLE1	Ataxias, Hereditary
PRICKLE1	Epileptic encephalopathy
PRICKLE1	Unverricht-Lundborg Syndrome
PRICKLE1	Prickle1-Related Progressive Myoclonus Epilepsy with Ataxia
PRICKLE1	Intellectual Disability
A2ML1	Noonan Syndrome
A2ML1	Otitis Media
A2ML1	Intellectual Disability
C12orf66	Polycystic Ovary Syndrome
C12orf66	Sclerocystic Ovaries
PHETA1	Bipolar Disorder
PHETA1	Colorectal Carcinoma
PHETA1	Colorectal Neoplasms
PHETA1	Colorectal Cancer
PHETA1	MAJOR AFFECTIVE DISORDER 2
LACC1	Juvenile-Onset Still Disease
LACC1	Systemic onset juvenile chronic arthritis
LACC1	Rheumatoid Arthritis, Systemic Juvenile
B3GLCT	Hydrocephalus
B3GLCT	Cataract
B3GLCT	Congenital Disorders of Glycosylation
B3GLCT	Krause-Kivlin syndrome
B3GLCT	Abnormality of the cornea
B3GLCT	Intellectual Disability
RDH12	Retinal Degeneration
RDH12	Retinitis Pigmentosa
RDH12	Leber Congenital Amaurosis
RDH12	Retinal Dystrophies
RDH12	LEBER CONGENITAL AMAUROSIS 13
RDH12	RETINITIS PIGMENTOSA 53
GSC	Osteogenesis Imperfecta
GSC	Craniofacial Abnormalities
GSC	SHORT STATURE, AUDITORY CANAL ATRESIA, MANDIBULAR HYPOPLASIA, SKELETAL ABNORMALITIES
PRIMA1	Muscular Dystrophy
PRIMA1	Unipolar Depression
PRIMA1	Major Depressive Disorder
PRIMA1	Colorectal Cancer
MIPOL1	Polydactyly
ABHD12B	Malignant neoplasm of breast
PWAR1	Prader-Willi Syndrome
PWAR1	Royer Syndrome
C2CD4A	Diabetes Mellitus, Non-Insulin-Dependent
HAPLN3	Schizophrenia
MESP2	Jarcho-Levin syndrome
MESP2	SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 2
MESP2	SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 3
MESP2	Intellectual Disability
TTBK2	Ataxias, Hereditary
TTBK2	Charcot-Marie-Tooth Disease
TTBK2	Ataxia, Spinocerebellar
TTBK2	Small cell carcinoma of lung
TTBK2	Spinocerebellar Ataxia Type 1
TTBK2	Spinocerebellar Ataxia Type 2
TTBK2	Spinocerebellar Ataxia Type 4
TTBK2	Spinocerebellar Ataxia Type 5
TTBK2	Spinocerebellar Ataxia Type 6 (disorder)
TTBK2	Spinocerebellar Ataxia Type 7
TTBK2	SPINOCEREBELLAR ATAXIA 11
TTBK2	Intellectual Disability
CDAN1	Congenital dyserythropoietic anemia
CDAN1	Cytopenia
CDAN1	Congenital anemia
CDAN1	Congenital dyserythropoietic anemia, type I
CDAN1	Congenital dyserythropoietic anemia, type III
CDAN1	Congenital dyserythropoietic anemia, type II
SLC38A8	Foveal Hypoplasia and Anterior Segment Dysgenesis
SLC38A8	FOVEAL HYPOPLASIA 2
VWA3A	Malignant neoplasm of urinary bladder
VWA3A	Bladder Neoplasm
OTOA	Deafness, Autosomal Recessive 22
CMTM2	Juvenile-Onset Still Disease
CMTM2	Juvenile arthritis
CMTM2	Juvenile psoriatic arthritis
BEAN1	Ataxias, Hereditary
BEAN1	SPINOCEREBELLAR ATAXIA 31 (disorder)
BEAN1	Intellectual Disability
TEKT5	Schizophrenia
IL34	Polycystic Ovary Syndrome
IL34	Sclerocystic Ovaries
MGAT5B	Polycystic Ovary Syndrome
MGAT5B	Sclerocystic Ovaries
MGAT5B	Intellectual Disability
TEPSIN	Intellectual Disability
CFAP52	Situs Inversus
UNC45B	Malignant neoplasm of breast
UNC45B	Heart Diseases
UNC45B	Todd Paralysis
UNC45B	Craniofacial Abnormalities
UNC45B	Nuclear cataract
UNC45B	Paralysed
UNC45B	Nuclear non-senile cataract
UNC45B	CATARACT 43
TMEM199	Congenital Disorders of Glycosylation
TMEM199	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp
TMC8	Epidermodysplasia Verruciformis
KRT25	Wooly hair
KRT25	Woolly hair, congenital
KRT25	Woolly Hair, Autosomal Recessive
KRT25	WOOLLY HAIR, AUTOSOMAL RECESSIVE 3
CCBE1	Hydrops Fetalis
CCBE1	Profound Mental Retardation
CCBE1	Lymphatic Diseases
CCBE1	Mental Retardation, Psychosocial
CCBE1	Facies
CCBE1	Hennekam lymphangiectasia lymphedema syndrome
CCBE1	Hydrops Fetalis, Non-Immune
CCBE1	Immune Hydrops Fetalis
CCBE1	Mental deficiency
CCBE1	Intellectual Disability
CCBE1	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 1
CBLN2	Pulmonary Hypertension
CBLN2	Pulmonary arterial hypertension
CBLN2	Idiopathic pulmonary arterial hypertension
DSG4	Monilethrix
DSG4	HYPOTRICHOSIS 6
DSG4	Hypotrichosis simplex
ANKRD29	Malignant neoplasm of breast
APCDD1	Obesity
APCDD1	Hypotrichosis simplex
ZNF480	Schizophrenia
ZNF480	Colorectal Cancer
C19orf18	Drug abuse
C19orf18	Drug habituation
C19orf18	Drug Use Disorders
C19orf18	Organic Mental Disorders, Substance-Induced
C19orf18	Substance Dependence
C19orf18	Substance Use Disorders
C19orf18	Substance-Related Disorders
C19orf18	Substance abuse problem
C19orf18	Drug Dependence
C19orf18	Prescription Drug Abuse
ZNF560	Colorectal Cancer
DACT3	Polycystic Ovary Syndrome
DACT3	Sclerocystic Ovaries
SIX5	Cataract
SIX5	Branchio-Oto-Renal Syndrome
SIX5	Branchio-Oculo-Facial Syndrome
SIX5	Cakut
SIX5	Branchiootorenal Syndrome 2
SIX5	Intellectual Disability
ZNF565	Schizophrenia
TTC9B	Depression, Postpartum
TICAM1	Herpetic Acute Necrotizing Encephalitis
TICAM1	Bagassosis
TICAM1	Malignant neoplasm of breast
TICAM1	Herpetic meningoencephalitis
TICAM1	Pneumoconiosis
TICAM1	Reperfusion Injury
TICAM1	Respiratory Syncytial Virus Infections
TICAM1	Herpes encephalitis
TICAM1	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 4
ZNF599	Intellectual Disability
ZNF569	Malignant neoplasm of breast
ZNF569	Colorectal Carcinoma
ZNF569	Colorectal Neoplasms
ZNF569	Colorectal Cancer
CREB3L4	Neoplasm Recurrence, Local
CREB3L4	Prostatic Neoplasms
CREB3L4	Malignant neoplasm of prostate
SAMD11	Liver Cirrhosis, Experimental
HJV	Cholestasis
HJV	Hemochromatosis
HJV	Juvenile hemochromatosis
HJV	Hereditary hemochromatosis
HJV	HEMOCHROMATOSIS, TYPE 2A
ANKRD35	Cytopenia
ANKRD35	Congenital anemia
B3GALNT2	Arthrogryposis
B3GALNT2	Malignant neoplasm of breast
B3GALNT2	Hydrocephalus
B3GALNT2	Cataract
B3GALNT2	Walker-Warburg congenital muscular dystrophy
B3GALNT2	Cerebellar Hypoplasia
B3GALNT2	Congenital Disorders of Glycosylation
B3GALNT2	Fukuyama Type Congenital Muscular Dystrophy
B3GALNT2	Muscle eye brain disease
B3GALNT2	Congenital muscular dystrophy (disorder)
B3GALNT2	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2K
B3GALNT2	Malformations of Cortical Development
B3GALNT2	alpha-Dystroglycanopathies
B3GALNT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11
B3GALNT2	Intellectual Disability
SLC30A7	Esophageal Neoplasms
SLC30A7	Malignant neoplasm of esophagus
CNIH3	Endometriosis
CNIH3	Schizophrenia
CNIH3	Endometrioma
IL23R	Behcet Syndrome
IL23R	Ulcerative Colitis
IL23R	Crohn Disease
IL23R	Inflammatory Bowel Diseases
IL23R	Leprosy
IL23R	Pustulosis of Palms and Soles
IL23R	Psoriasis
IL23R	Ankylosing spondylitis
IL23R	Crohn's disease of large bowel
IL23R	Crohn's disease of the ileum
IL23R	Regional enteritis
IL23R	IIeocolitis
IL23R	Inflammatory Bowel Disease 17
PDIK1L	Schizophrenia
CLDN19	Amelogenesis Imperfecta
CLDN19	Congenital ocular coloboma (disorder)
CLDN19	Hypomagnesemia 5, Renal, with Ocular Involvement
CLDN19	Meier Blumberg Imahorn syndrome
CLDN19	Intellectual Disability
SRARP	Malignant neoplasm of breast
PYHIN1	Asthma
PYHIN1	Prostatic Neoplasms
PYHIN1	Malignant neoplasm of prostate
GNAS-AS1	Pseudohypoaldosteronism
GNAS-AS1	Pseudohypoaldosteronism, Type I
GNAS-AS1	Pseudohypoaldosteronism, Type I, Autosomal Dominant
GNAS-AS1	Pseudohypoaldosteronism, Type I, Autosomal Recessive
GNAS-AS1	Pseudohypoaldosteronism, Type II
GNAS-AS1	Hyperpotassemia and Hypertension, Familial
LIPI	Hyperlipoproteinemia Type IV
ABCC13	Colorectal Carcinoma
ABCC13	Colorectal Neoplasms
ABCC13	Colorectal Cancer
IGSF5	Prostatic Neoplasms
IGSF5	Malignant neoplasm of prostate
SIK1	Cardiomyopathy, Dilated
SIK1	West Syndrome
SIK1	Juvenile-Onset Still Disease
SIK1	Early myoclonic encephalopathy
SIK1	Metastatic melanoma
SIK1	Early infantile epileptic encephalopathy with suppression bursts
SIK1	Epileptic encephalopathy
SIK1	Cardiomyopathy, Familial Idiopathic
SIK1	Glioblastoma Multiforme
SIK1	Juvenile arthritis
SIK1	Intellectual Disability
SIK1	Juvenile psoriatic arthritis
SIK1	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 30
SIK1	Familial Ménière disease
CHADL	Osteoarthritis of hip
CKAP2L	Polydactyly
CKAP2L	Primary microcephaly
CKAP2L	Filippi syndrome
CKAP2L	Intellectual Disability
TEKT4	Malignant neoplasm of breast
COMMD1	Drug toxicity
COMMD1	Hepatitis, Chronic
COMMD1	Hypersensitivity
COMMD1	Liver Cirrhosis
COMMD1	Adverse reaction to drug
COMMD1	Chronic Persistent Hepatitis
COMMD1	Fibrosis, Liver
COMMD1	Chronic active hepatitis
COMMD1	Cryptogenic Chronic Hepatitis
COMMD1	Allergic Reaction
COMMD1	Copper-Overload Cirrhosis
PUS10	Colorectal Cancer
PLB1	Rheumatoid Arthritis
C2CD6	Colorectal Cancer
SLC23A3	Schizophrenia
GPBAR1	Constipation
GPBAR1	Crohn Disease
GPBAR1	Crohn's disease of large bowel
GPBAR1	Dyschezia
GPBAR1	Crohn's disease of the ileum
GPBAR1	Regional enteritis
GPBAR1	IIeocolitis
GPBAR1	Cholestasis in newborn
GPBAR1	Colonic Inertia
FAM84A	Polycystic Ovary Syndrome
FAM84A	Sclerocystic Ovaries
RMDN2	Liver Cirrhosis, Experimental
MSL3P1	Creutzfeldt-Jakob disease
MSL3P1	New Variant Creutzfeldt-Jakob Disease
MSL3P1	Creutzfeldt-Jakob Disease, Familial
UPP2	Autism Spectrum Disorders
GPR155	Autistic Disorder
GPR155	Hepatomegaly
DTX3L	Malignant neoplasm of breast
FAM19A4	Malignant neoplasm of breast
FAM19A4	Breast Carcinoma
FAM19A4	Mammary Neoplasms, Human
FAM19A4	Mammary Neoplasms
SGO1	Cardiac Arrhythmia
SGO1	Intestinal Diseases
SGO1	Chronobiology Disorders
SGO1	Circadian Rhythm Disorders
SGO1	Psychogenic Inversion of Circadian Rhythm
SGO1	Chronic atrial and intestinal dysrhythmia
PPM1L	Obesity
WDR49	Colorectal Cancer
CCDC80	Dermatitis, Atopic
CCDC80	Hepatitis, Toxic
CCDC80	Eczema, Infantile
CCDC80	Drug-Induced Liver Disease
CCDC80	Hepatitis, Drug-Induced
CCDC80	Drug-Induced Acute Liver Injury
CCDC80	Chemical and Drug Induced Liver Injury
CCDC80	Chemically-Induced Liver Toxicity
NEK10	Metastatic melanoma
NEK10	Ovarian Mucinous Adenocarcinoma
CCDC50	Deafness, Autosomal Dominant 44
FGD5	Malignant neoplasm of breast
FGD5	Breast Carcinoma
FGD5	Mammary Neoplasms, Human
FGD5	Mammary Neoplasms
CNTN4	Alcoholic Intoxication, Chronic
CNTN4	Autistic Disorder
CNTN4	Bipolar Disorder
CNTN4	Developmental Disabilities
CNTN4	Growth Disorders
CNTN4	Child Development Deviations
CNTN4	Child Development Disorders, Specific
CNTN4	Craniofacial Abnormalities
CNTN4	Colorectal Cancer
CNTN4	Intellectual Disability
NFXL1	Cholestasis
NFXL1	Hepatitis, Toxic
NFXL1	Drug-Induced Liver Disease
NFXL1	Hepatitis, Drug-Induced
NFXL1	Drug-Induced Acute Liver Injury
NFXL1	Chemical and Drug Induced Liver Injury
NFXL1	Chemically-Induced Liver Toxicity
SHISA3	Liver Cirrhosis, Experimental
JAKMIP1	Autistic Disorder
JAKMIP1	Colorectal Cancer
ODAPH	Amelogenesis Imperfecta hypomaturation type
ODAPH	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4
PPM1K	Maple Syrup Urine Disease
PPM1K	Classic Maple Syrup Urine Disease
PPM1K	Intermittent Maple Syrup Urine Disease
PPM1K	Maple Syrup Urine Disease, Thiamine Responsive
PPM1K	Intermediate Maple Syrup Urine Disease
RASGEF1B	Juvenile-Onset Still Disease
RASGEF1B	Juvenile arthritis
RASGEF1B	Juvenile psoriatic arthritis
DAB2IP	Lung Neoplasms
DAB2IP	Myocardial Infarction
DAB2IP	Prostatic Neoplasms
DAB2IP	Pulmonary Embolism
DAB2IP	Peripheral Vascular Diseases
DAB2IP	Aortic Aneurysm, Abdominal
DAB2IP	Malignant neoplasm of lung
DAB2IP	Malignant neoplasm of prostate
DAB2IP	Pulmonary Thromboembolisms
SLC38A9	Liver neoplasms
SLC38A9	Malignant neoplasm of liver
SLC36A2	Iminoglycinuria
SLC36A2	HYPERGLYCINURIA (disorder)
CEP120	Majewski Syndrome
CEP120	Saldino-Noonan Syndrome
CEP120	Short Rib-Polydactyly Syndrome
CEP120	Polydactyly
CEP120	Jeune thoracic dystrophy
CEP120	Familial aplasia of the vermis
CEP120	SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY
CEP120	Joubert syndrome with ocular defect
CEP120	Ciliopathies
CEP120	JOUBERT SYNDROME 31
MARVELD2	DEAFNESS, AUTOSOMAL RECESSIVE 49
MARVELD2	Familial Ménière disease
IRX2	Lung diseases
IRX2	Clear cell sarcoma of kidney
RAET1L	Alopecia Areata
MBOAT1	Cholestasis
NKAIN2	Alcoholic Intoxication, Chronic
KHDC3L	Hydatidiform Mole
KHDC3L	Hydatidiform Mole, Partial
KHDC3L	Complete hydatidiform mole
ABCA13	Bipolar Disorder
ABCA13	Colorectal Carcinoma
ABCA13	Colorectal Neoplasms
ABCA13	Schizophrenia
ABCA13	Disease Exacerbation
ABCA13	Colorectal Cancer
AMOT	Brain Neoplasms
AMOT	Malignant neoplasm of brain
AMOT	Benign neoplasm of brain, unspecified
AMOT	Brain Tumor, Primary
AMOT	Recurrent Brain Neoplasm
AMOT	Primary malignant neoplasm of brain
AMOT	Neoplasms, Intracranial
IQUB	Colorectal Cancer
KCTD7	Epileptic encephalopathy
KCTD7	EPILEPSY, PROGRESSIVE MYOCLONIC 3
KCTD7	Intellectual Disability
ZNF425	Intellectual Disability
TMEM65	Liver Cirrhosis, Experimental
RDH10	Fetal Death
RDH10	Liver Cirrhosis, Experimental
RDH10	Craniofacial Abnormalities
ESCO2	Craniosynostosis
ESCO2	Kidney Neoplasm
ESCO2	Cataract
ESCO2	Roberts-SC phocomelia syndrome
ESCO2	Malignant neoplasm of kidney
ESCO2	Intellectual Disability
ESCO2	Radial club hand
C8orf37	Retinitis Pigmentosa
C8orf37	Bardet-Biedl Syndrome
C8orf37	CONE-ROD DYSTROPHY 16
C8orf37	RETINITIS PIGMENTOSA 64
C8orf37	Intellectual Disability
C8orf37	Retinal dystrophy with early macular involvement
C8orf37	BARDET-BIEDL SYNDROME 21
VPS13B	Malignant neoplasm of breast
VPS13B	Cohen syndrome
VPS13B	Intellectual Disability
ERICH1	Colorectal Cancer
KCNU1	Diabetes Mellitus, Non-Insulin-Dependent
SBSPON	Hepatomegaly
CAMSAP1	Juvenile-Onset Still Disease
CAMSAP1	Juvenile arthritis
CAMSAP1	Juvenile psoriatic arthritis
LINGO2	Liver neoplasms
LINGO2	Amphetamine-Related Disorders
LINGO2	Amphetamine Addiction
LINGO2	Amphetamine Abuse
LINGO2	Malignant neoplasm of liver
MAMDC4	Malignant neoplasm of breast
LINC00475	Polycystic Ovary Syndrome
LINC00475	Sclerocystic Ovaries
FREM1	Craniosynostosis
FREM1	Eye Abnormalities
FREM1	Acrocephaly
FREM1	Brachycephaly
FREM1	Bifid nose
FREM1	Congenital diaphragmatic hernia
FREM1	Scaphycephaly
FREM1	Trigonocephaly
FREM1	Congenital hernia of foramen of Morgagni
FREM1	Congenital hernia of foramen of Bochdalek
FREM1	Unilateral agenesis of kidney
FREM1	Congenital absence of kidneys syndrome
FREM1	Synostotic Posterior Plagiocephaly
FREM1	Marles Greenberg Persaud syndrome
FREM1	Metopic synostosis
FREM1	Cakut
FREM1	Bifid Nose With Or Without Anorectal And Renal Anomalies
FREM1	Bifid Nose, Autosomal Dominant
FREM1	Synostotic Anterior Plagiocephaly
FREM1	TRIGONOCEPHALY 2
FREM1	Intellectual Disability
FREM1	Bifid Nose, Autosomal Recessive
PRUNE2	Liver Cirrhosis, Experimental
FAAH2	Renal Cell Carcinoma
FAAH2	Conventional (Clear Cell) Renal Cell Carcinoma
FAAH2	Chromophobe Renal Cell Carcinoma
FAAH2	Sarcomatoid Renal Cell Carcinoma
FAAH2	Collecting Duct Carcinoma of the Kidney
FAAH2	Papillary Renal Cell Carcinoma
FAAH2	Intellectual Disability
ARHGAP36	Intellectual Disability
AWAT2	Intellectual Disability
ZDHHC15	MENTAL RETARDATION, X-LINKED 91 (disorder)
ZDHHC15	Intellectual Disability
USP54	Malignant neoplasm of breast
NKX2-3	Ulcerative Colitis
NKX2-3	Crohn Disease
NKX2-3	Crohn's disease of large bowel
NKX2-3	Crohn's disease of the ileum
NKX2-3	Regional enteritis
NKX2-3	IIeocolitis
TMTC2	Prelingual Deafness
TMTC2	Deafness
TMTC2	Hearing Loss, Extreme
TMTC2	Complete Hearing Loss
TMTC2	Deafness, Acquired
TMTC2	Bilateral Deafness
TMTC2	Deaf Mutism
CLEC12A	Rheumatoid Arthritis
TMTC3	Lissencephaly
TMTC3	Pachygyria
TMTC3	Periventricular Nodular Heterotopia
TMTC3	Agyria
TMTC3	Intellectual Disability
TMTC3	LISSENCEPHALY 8
ALDH1L2	Liver Cirrhosis, Experimental
LMNTD1	Lung Neoplasms
LMNTD1	Malignant neoplasm of lung
SLC5A8	Malignant tumor of colon
SLC5A8	Colonic Neoplasms
SLC5A8	Hyperuricemia
PPTC7	Hepatitis, Toxic
PPTC7	Drug-Induced Liver Disease
PPTC7	Hepatitis, Drug-Induced
PPTC7	Drug-Induced Acute Liver Injury
PPTC7	Chemical and Drug Induced Liver Injury
PPTC7	Chemically-Induced Liver Toxicity
CCDC63	melanoma
DGKH	Bipolar Disorder
DGKH	Diabetic Nephropathy
DGKH	Nodular glomerulosclerosis
DGKH	Schizophrenia
DGKH	Unipolar Depression
DGKH	Mood instability
DGKH	Intellectual Disability
GPR180	Malignant neoplasm of breast
TMEM30B	melanoma
NOP9	Malignant neoplasm of breast
NOP9	Breast Carcinoma
NOP9	Mammary Neoplasms, Human
NOP9	Mammary Neoplasms
EML5	Schizophrenia
STRC	Deafness, Autosomal Recessive 16
STRC	Deafness, Sensorineural, And Male Infertility
STRC	Spermatogenic Failure 7
DNAAF4	Alexia
DNAAF4	Male infertility
DNAAF4	Kartagener Syndrome
DNAAF4	Dyslexia
DNAAF4	Subfertility, Male
DNAAF4	Male sterility
DNAAF4	Developmental reading disorder
DNAAF4	Intellectual Disability
DNAAF4	CILIARY DYSKINESIA, PRIMARY, 25
DNAAF4	Ciliopathies
DNAAF4	Polynesian Bronchiectasis
SPRED1	Neurofibromatosis 1
SPRED1	Cafe-au-Lait Spots
SPRED1	Cranioschisis
SPRED1	Congenital neurologic anomalies
SPRED1	Cafe-au-lait macules with pulmonary stenosis
SPRED1	NEUROFIBROMATOSIS, TYPE 1-LIKE SYNDROME
SPRED1	Intellectual Disability
MFSD6L	Cataract
NAGS	Hyperammonemia
NAGS	Hyperammonemia, type III
NAGS	Intellectual Disability
PHOSPHO1	Metabolic Bone Disorder
PHOSPHO1	Osteopenia
TRPV3	Palmoplantar Keratosis
TRPV3	Generalized pustular psoriasis
TRPV3	Erythrokeratoderma
TRPV3	PEELING SKIN SYNDROME
TRPV3	Olmsted syndrome
TRPV3	Hyperkeratosis of the palms and soles and esophageal papillomas
TRPV3	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2
LGI4	Arthrogryposis
LGI4	Congenital myopathy (disorder)
LGI4	Intellectual Disability
LGI4	ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC, WITH MYELIN DEFECT
SYNE4	DEAFNESS, AUTOSOMAL RECESSIVE 76
ZNF676	Thyroid Diseases
ZNF540	Colorectal Cancer
DENND1B	Primary biliary cirrhosis
DENND1B	Crohn Disease
DENND1B	Biliary cirrhosis
DENND1B	Crohn's disease of large bowel
DENND1B	Biliary Cirrhosis, Secondary
DENND1B	Crohn's disease of the ileum
DENND1B	Regional enteritis
DENND1B	IIeocolitis
IFNLR1	Pustulosis of Palms and Soles
IFNLR1	Psoriasis
SASS6	Microcephaly
SASS6	Primary microcephaly
SASS6	Autosomal Recessive Primary Microcephaly
SASS6	MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE
CNST	Thyroid Diseases
HFM1	PREMATURE OVARIAN FAILURE 9
TTLL9	Liver neoplasms
TTLL9	Polycystic Ovary Syndrome
TTLL9	Precancerous Conditions
TTLL9	Condition, Preneoplastic
TTLL9	Malignant neoplasm of liver
TTLL9	Sclerocystic Ovaries
TMPRSS6	Malignant neoplasm of breast
TMPRSS6	Cytopenia
TMPRSS6	Iron-Refractory Iron Deficiency Anemia
TMPRSS6	Congenital anemia
TMPRSS6	Iron deficiency anemia
TMPRSS6	Intellectual Disability
DAW1	Malignant neoplasm of breast
LONRF2	Colorectal Cancer
CLEC4F	Liver Cirrhosis, Experimental
XIRP1	Malignant neoplasm of breast
XIRP1	Poisoning
RNF168	Riddle Syndrome
RNF168	Intellectual Disability
PRICKLE2	Liver neoplasms
PRICKLE2	Precancerous Conditions
PRICKLE2	Condition, Preneoplastic
PRICKLE2	Malignant neoplasm of liver
PRICKLE2	Epileptic encephalopathy
PRICKLE2	Intellectual Disability
SPATA5	Schizophrenia
SPATA5	Epileptic encephalopathy
SPATA5	Intellectual Disability
SPATA5	EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME
BBS12	Polydactyly
BBS12	Bardet-Biedl Syndrome
BBS12	Cystic Kidney Diseases
BBS12	BARDET-BIEDL SYNDROME 12
BBS12	Intellectual Disability
BBS12	Ciliopathies
FREM3	Involutional Depression
FREM3	Unipolar Depression
FREM3	Major Depressive Disorder
FREM3	Involutional paraphrenia
FREM3	Psychosis, Involutional
MMAA	Hyperammonemia
MMAA	Methylmalonic aciduria cblA type
MMAA	Intellectual Disability
UGT3A2	Colorectal Cancer
NIM1K	Large cell carcinoma of lung
ZNF366	Malignant neoplasm of breast
ZNF366	Drug abuse
ZNF366	Drug habituation
ZNF366	Drug Use Disorders
ZNF366	Organic Mental Disorders, Substance-Induced
ZNF366	Substance Dependence
ZNF366	Substance Use Disorders
ZNF366	Substance-Related Disorders
ZNF366	Breast Carcinoma
ZNF366	Substance abuse problem
ZNF366	Mammary Neoplasms, Human
ZNF366	Mammary Neoplasms
ZNF366	Drug Dependence
ZNF366	Prescription Drug Abuse
PRSS35	Hepatomegaly
LCA5	Blindness, Transient
LCA5	Blindness, Hysterical
LCA5	Blindness, Legal
LCA5	Leber Congenital Amaurosis
LCA5	Blindness, Acquired
LCA5	Amaurosis
LCA5	Blindness
LCA5	Blindness, Monocular
LCA5	Retinal Dystrophy, Early Onset Severe
LCA5	LEBER CONGENITAL AMAUROSIS 5
